Name,Team,IP,Stf+ FA,Stf+ SI,Stf+ FC,Stf+ FS,Stf+ SL,Stf+ CU,Stf+ CH,Stf+ KC,Stf+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Kyle Hendricks","LAA",41.2,72.40173913043478,80.69345622119816,,,,75.80716049382715,82.98098654708521,,,79.6487070376432,112.54435351882161,92.7106055646481,"Kyle Hendricks",12049,543294
"Bowden Francis","TOR",41.2,96.90015915119363,85.94545454545455,,90.80201257861636,88.21142857142857,91.90510204081633,,,,94.17881129271917,104.16582466567608,101.27390787518577,"Bowden Francis",20548,670102
"Ben Brown","CHC",41.2,83.94105747126436,,,,,,75.4929411764706,114.92199999999998,,95.60384080802112,97.05509205927238,91.61551473604753,"Ben Brown",23590,676962
"Brady Singer","CIN",41.2,98.96732394366197,99.148438538206,80.94023529411764,,92.83294605809128,,,,,94.71368723098993,98.87684361549498,93.82849354375894,"Brady Singer",25377,663903
"Logan Allen","CLE",41.1,90.55207048458149,85.83023809523809,90.49981132075472,,107.68146118721461,,76.6101923076923,,,93.14338753387531,94.9331978319783,87.28048780487804,"Logan Allen",27589,671106
"Jack Flaherty","DET",41,102.77226666666667,74.68142857142857,,,90.98896907216495,,74.68727272727273,105.79182795698924,,98.94053146853146,100.59820979020976,98.39644755244757,"Jack Flaherty",17479,656427
"Will Warren","NYY",41,97.91085714285714,107.70939130434785,,,107.79780487804877,113.8769696969697,82.8986274509804,,,100.57772036474165,102.80349544072949,104.73705167173252,"Will Warren",30182,701542
"Tylor Megill","NYM",40.2,121.29927868852458,107.54434782608695,,,104.11963414634145,103.11161290322582,97.48468085106384,,,111.81466101694912,99.56644067796611,110.02607344632769,"Tylor Megill",21318,656731
"Cole Ragans","KCR",40.2,110.43520231213873,,95.90294117647058,,118.7058426966292,,104.25669064748202,108.4876923076923,,109.28098730606487,100.28152327221439,106.53607898448521,"Cole Ragans",21846,666142
"Drew Rasmussen","TBR",40,112.7870652173913,114.83653846153847,105.88960784313726,,119.05276595744682,102.24588235294118,,,,110.95181380417336,102.59682182985554,108.60170144462283,"Drew Rasmussen",25385,656876
"Landen Roupp","SFG",40,,99.91714285714286,84.87761904761904,,,106.36871972318339,91.08346666666667,,,100.75130177514794,108.74668639053252,107.98721893491123,"Landen Roupp",30076,694738
"Corbin Burnes","ARI",39.2,,92.216,98.61401759530791,,111.41661538461537,121.28081300813008,88.65724137931035,,,102.76342146189738,96.24133748055989,104.24497667185072,"Corbin Burnes",19361,669203
"Dustin May","LAD",39.2,89.1304081632653,94.01411764705884,88.39625000000001,,101.85948275862067,,69.36,,,95.87808580858086,99.06910891089106,96.94254125412543,"Dustin May",19716,669160
"Bryce Miller","SEA",39.2,104.60662068965517,97.724375,84.5909090909091,104.46523364485982,99.81663551401869,,,101.58344827586207,,101.59580080753696,91.9671870794078,93.36845222072677,"Bryce Miller",29837,682243
"Miles Mikolas","STL",39.1,74.67054347826088,94.56615384615385,,,91.66717391304347,105.979793814433,80.22082191780822,,,88.01466666666667,106.55774603174603,92.65238095238095,"Miles Mikolas",9803,571945
"Pablo López","MIN",39,89.70885714285714,104.81800000000001,,,90.60134453781512,88.30271186440677,99.63850746268656,,,92.99433021806851,115.75626168224296,109.49470404984422,"Pablo Lopez",17085,641154
"AJ Smith-Shawver","ATL",38.2,89.81738738738738,,,113.73280000000001,78.73862068965518,86.70278481012657,,,,97.0211507936508,94.93210317460317,94.76642857142855,"AJ Smith-Shawver",29960,700363
"Patrick Corbin","TEX",37.2,81.21333333333334,97.5529411764706,92.81377358490565,,100.43134831460675,79.00999999999999,92.75999999999999,,,95.85433593749998,105.42003906250001,103.50515625,"Patrick Corbin",9323,571578
"Simeon Woods Richardson","MIN",37.2,83.81665019816495,,,,92.53346730192885,89.12962370962373,107.40150000000001,,,90.08495014337852,98.86451664059786,90.70547195429266,"Simeon Woods Richardson",24494,680573
"Germán Márquez","COL",37,73.38827586206897,73.76467065868262,,,94.81363636363636,,67.21333333333334,124.34580645161292,,88.07925170068026,95.56721088435373,86.58020408163264,"German Marquez",15038,608566
"Charlie Morton","BAL",36.2,85.04358888170653,96.16433455433456,85.2924913892078,,,113.01047002032522,86.42040849673202,,,96.08637959138457,90.6431177894887,89.3142817579009,"Charlie Morton",4676,450203
"Sandy Alcantara","MIA",36.2,104.70793103448275,111.35708860759493,,,113.09354838709679,117.5258695652174,98.33939759036144,,,107.5945374449339,92.1870778267254,99.57036710719532,"Sandy Alcantara",18684,645261
"Colin Rea","CHC",36.1,89.11692307692307,100.59642857142856,91.72745762711864,87.32903225806453,113.29160036440935,106.90249056603771,,,,95.41226513741076,98.79269141505962,93.14074449209198,"Colin Rea",12317,607067
"Carmen Mlodzinski","PIT",36.1,90.18420091324201,114.09066666666666,91.14666666666666,,106.17689243027891,,99.54285714285716,,,100.6240856672158,105.89294892915983,105.87825370675453,"Carmen Mlodzinski",27572,669387
"Cal Quantrill","MIA",36,78.72686131386861,83.36818181818184,85.14730158730158,86.143,93.58461538461538,95.5763043478261,71.96000000000001,,,85.89092621664048,99.08345368916795,86.69042386185242,"Cal Quantrill",19312,615698
"Cade Povich","BAL",35.2,97.86254545454544,88.53971014492754,,,99.50689075630252,98.37403508771929,92.11113402061856,,,96.33237479806138,104.80743134087237,99.79001615508888,"Cade Povich",30055,700249
"Taijuan Walker","PHI",34.1,100.96909090909091,87.1988679245283,95.80607594936708,78.80698630136986,104.82357142857143,98.20972972972973,,,,92.07325961172353,96.54762911344972,91.379811195297,"Taijuan Walker",11836,592836
"Roki Sasaki","LAD",34.1,77.80635451505016,,,110.38051020408162,89.94178217821784,,,,,90.57516778523492,91.60093959731542,84.81587248322147,"Roki Sasaki",35323,808963
"Jose Quintana","MIL",34,82.0064150943396,85.3178947368421,,,,90.41867924528302,79.63712121212123,,,84.63188785046727,111.47558878504674,98.73757009345792,"Jose Quintana",11423,500779
"Chase Dollander","COL",34,94.31294117647059,,124.33683168316833,,105.24,121.72841121495327,90.1936231884058,,,104.1371869639794,90.04576329331047,92.49012006861065,"Chase Dollander",33482,801403
"Walker Buehler","BOS",33.2,97.53776119402984,92.53439024390244,91.55808695652175,,123.84520547945206,,69.72947368421052,107.91074626865671,,97.42785578747629,97.78622390891843,97.85749525616696,"Walker Buehler",19374,621111
"Sean Newcomb","BOS",33.1,93.25430107526881,91.13421150278293,86.42940298507462,,,117.33900030712532,84.44745098039213,,,96.46895431922121,93.62732714276378,88.06553343909351,"Sean Newcomb",16943,656794
"Quinn Priester","MIL",33.1,,103.92325396825397,82.04067415730337,,94.81867523732494,97.80074074074074,95.06260869565217,,,96.96381369535821,88.47486489049687,85.70968468009625,"Quinn Priester",25977,682990
"Jackson Jobe","DET",33.1,101.5378494623656,108.22626506024098,,,114.32071428571429,103.68291666666666,110.641978021978,,,109.82609720176727,95.36603829160529,102.89513991163476,"Jackson Jobe",30203,695549
"Bryse Wilson","CHW",33,98.79260273972601,109.2811038961039,91.26869425823375,,,107.65782142857144,86.71019410227697,,,98.83033341436844,93.65358125566301,94.76890854329719,"Bryse Wilson",19990,669060
"Brad Lord","WSN",33,75.14382297551789,88.43604166666667,,,108.62775976260762,,85.72538842975207,,,85.19046891908275,98.7489347994615,84.28374243593996,"Brad Lord",31972,695418
"Carlos Carrasco","NYY",32,69.95438596491228,87.97356521739131,,,85.12237762237764,80.19695652173912,91.57270833333332,,,83.16011673151752,99.26147859922177,86.6517120622568,"Carlos Carrasco",6632,471911
"Hayden Wesneski","HOU",32,80.72439560439561,97.7,86.58827586206898,,117.52832,95.22808510638298,93.75116279069768,,,94.69359683794465,110.56418972332018,104.08826086956522,"Hayden Wesneski",27581,669713
"Ryan Feltner","COL",30.1,77.83548717948719,93.4209090909091,,,95.22392156862745,102.60117647058826,91.91708333333332,,,88.44862068965517,96.0107662835249,85.60237547892719,"Ryan Feltner",21446,663372
"Logan Gilbert","SEA",30.1,100.32333333333334,92.76333333333332,,141.4433962264151,76.0695652173913,80.02896551724139,,,,98.78312625250501,116.37118236472945,115.62316633266533,"Logan Gilbert",22250,669302
